month,loan_id,product,region,branch,disbursed_amount,outstanding_amount,dpd,due_date,payment_date,is_paid,customer_segment,charge_off_flag
2025-06-01,L00596,Personal Loan,East,B011,549623,548459,30,2025-06-09,,0,Prime,0
2025-07-01,L00596,Personal Loan,East,B011,549623,548459,0,2025-07-18,,0,Prime,0
2025-08-01,L00596,Personal Loan,East,B011,549623,548459,30,2025-08-10,,0,Prime,0
2025-09-01,L00596,Personal Loan,East,B011,549623,548459,30,2025-09-20,,0,Prime,0
2025-10-01,L00596,Personal Loan,East,B011,549623,548459,30,2025-10-02,,0,Prime,0
2024-11-01,L00597,Auto Loan,North,B007,189103,189103,0,2024-11-12,,0,Standard,0
2024-12-01,L00597,Auto Loan,North,B007,189103,184193,0,2024-12-18,2024-12-27,0,Standard,0
2025-01-01,L00597,Auto Loan,North,B007,189103,178898,0,2025-01-08,2025-01-14,0,Standard,0
2025-02-01,L00597,Auto Loan,North,B007,189103,174608,0,2025-02-23,2025-02-24,0,Standard,0
2025-03-01,L00597,Auto Loan,North,B007,189103,170116,0,2025-03-07,2025-03-17,0,Standard,0
2025-04-01,L00597,Auto Loan,North,B007,189103,167015,0,2025-04-24,2025-04-02,1,Standard,0
2025-05-01,L00597,Auto Loan,North,B007,189103,164283,0,2025-05-16,2025-05-10,1,Standard,0
2025-06-01,L00597,Auto Loan,North,B007,189103,161592,0,2025-06-18,2025-06-23,0,Standard,0
2025-07-01,L00597,Auto Loan,North,B007,189103,161592,0,2025-07-21,,0,Standard,0
2025-08-01,L00597,Auto Loan,North,B007,189103,157713,0,2025-08-05,2025-08-28,0,Standard,0
2025-09-01,L00597,Auto Loan,North,B007,189103,153982,0,2025-09-03,2025-09-11,0,Standard,0
2025-10-01,L00597,Auto Loan,North,B007,189103,149390,0,2025-10-21,2025-10-07,1,Standard,0
2024-11-01,L00598,Personal Loan,East,B008,388047,382071,0,2024-11-22,2024-11-05,1,Prime,0
2024-12-01,L00598,Personal Loan,East,B008,388047,371710,0,2024-12-24,2024-12-07,1,Prime,0
2025-01-01,L00598,Personal Loan,East,B008,388047,367527,0,2025-01-15,2025-01-26,0,Prime,0
2025-02-01,L00598,Personal Loan,East,B008,388047,359550,0,2025-02-14,2025-02-02,1,Prime,0
2025-03-01,L00598,Personal Loan,East,B008,388047,348565,0,2025-03-15,2025-03-23,0,Prime,0
2025-04-01,L00598,Personal Loan,East,B008,388047,342401,0,2025-04-04,2025-04-15,0,Prime,0
2025-05-01,L00598,Personal Loan,East,B008,388047,334555,0,2025-05-20,2025-05-16,1,Prime,0
2025-06-01,L00598,Personal Loan,East,B008,388047,325522,0,2025-06-21,2025-06-11,1,Prime,0
2025-07-01,L00598,Personal Loan,East,B008,388047,325522,0,2025-07-18,,0,Prime,0
2025-08-01,L00598,Personal Loan,East,B008,388047,320385,0,2025-08-20,2025-08-15,1,Prime,0
2025-09-01,L00598,Personal Loan,East,B008,388047,311335,0,2025-09-20,2025-09-14,1,Prime,0
2025-10-01,L00598,Personal Loan,East,B008,388047,306185,0,2025-10-09,2025-10-17,0,Prime,0
2024-11-01,L00599,Auto Loan,North,B012,74832,73162,0,2024-11-17,2024-11-08,1,Standard,0
2024-12-01,L00599,Auto Loan,North,B012,74832,73162,0,2024-12-22,,0,Standard,0
2025-01-01,L00599,Auto Loan,North,B012,74832,71307,0,2025-01-09,2025-01-17,0,Standard,0
2025-02-01,L00599,Auto Loan,North,B012,74832,71173,0,2025-02-14,,0,Standard,0
2025-03-01,L00599,Auto Loan,North,B012,74832,70125,0,2025-03-18,2025-03-10,1,Standard,0
2025-04-01,L00599,Auto Loan,North,B012,74832,70125,0,2025-04-10,,0,Standard,0
2025-05-01,L00599,Auto Loan,North,B012,74832,68780,0,2025-05-21,2025-05-21,1,Standard,0
2025-06-01,L00599,Auto Loan,North,B012,74832,67605,0,2025-06-27,2025-06-28,0,Standard,0
2025-07-01,L00599,Auto Loan,North,B012,74832,67379,0,2025-07-19,,0,Standard,0
2025-08-01,L00599,Auto Loan,North,B012,74832,66472,0,2025-08-03,2025-08-20,0,Standard,0
2025-09-01,L00599,Auto Loan,North,B012,74832,66472,0,2025-09-19,,0,Standard,0
2025-10-01,L00599,Auto Loan,North,B012,74832,65014,0,2025-10-08,2025-10-04,1,Standard,0
2024-11-01,L00600,Personal Loan,North,B013,213096,207291,0,2024-11-28,2024-11-10,1,Prime,0
2024-12-01,L00600,Personal Loan,North,B013,213096,203819,0,2024-12-27,2024-12-21,1,Prime,0
2025-01-01,L00600,Personal Loan,North,B013,213096,199530,0,2025-01-22,2025-01-19,1,Prime,0
2025-02-01,L00600,Personal Loan,North,B013,213096,194102,0,2025-02-27,2025-02-16,1,Prime,0
2025-03-01,L00600,Personal Loan,North,B013,213096,188132,0,2025-03-13,2025-03-25,0,Prime,0
2025-04-01,L00600,Personal Loan,North,B013,213096,183733,0,2025-04-24,2025-04-21,1,Prime,0
2025-05-01,L00600,Personal Loan,North,B013,213096,183733,0,2025-05-03,,0,Prime,0
2025-06-01,L00600,Personal Loan,North,B013,213096,180078,0,2025-06-09,2025-06-05,1,Prime,0
2025-07-01,L00600,Personal Loan,North,B013,213096,173711,0,2025-07-06,2025-07-15,0,Prime,0
2025-08-01,L00600,Personal Loan,North,B013,213096,173711,0,2025-08-10,,0,Prime,0
2025-09-01,L00600,Personal Loan,North,B013,213096,173711,0,2025-09-05,,0,Prime,0
2025-10-01,L00600,Personal Loan,North,B013,213096,173711,0,2025-10-11,,0,Prime,0
2024-11-01,L00601,Education Loan,South,B008,577698,567600,0,2024-11-14,2024-11-17,0,Prime,0
2024-12-01,L00601,Education Loan,South,B008,577698,567600,0,2024-12-23,,0,Prime,0
2025-01-01,L00601,Education Loan,South,B008,577698,551422,0,2025-01-11,2025-01-21,0,Prime,0
2025-02-01,L00601,Education Loan,South,B008,577698,537285,0,2025-02-24,2025-02-09,1,Prime,0
2025-03-01,L00601,Education Loan,South,B008,577698,537285,0,2025-03-06,,0,Prime,0
2025-04-01,L00601,Education Loan,South,B008,577698,534795,0,2025-04-06,,0,Prime,0
2025-05-01,L00601,Education Loan,South,B008,577698,526175,0,2025-05-24,2025-05-22,1,Prime,0
2025-06-01,L00601,Education Loan,South,B008,577698,516991,0,2025-06-16,2025-06-09,1,Prime,0
2025-07-01,L00601,Education Loan,South,B008,577698,504361,0,2025-07-25,2025-07-05,1,Prime,0
2025-08-01,L00601,Education Loan,South,B008,577698,490575,0,2025-08-17,2025-08-16,1,Prime,0
2025-09-01,L00601,Education Loan,South,B008,577698,474423,0,2025-09-02,2025-09-28,0,Prime,0
2025-10-01,L00601,Education Loan,South,B008,577698,460335,0,2025-10-21,2025-10-13,1,Prime,0
2024-11-01,L00602,Home Loan,Central,B010,628103,612105,0,2024-11-26,2024-11-22,1,Standard,0
2024-12-01,L00602,Home Loan,Central,B010,628103,597545,0,2024-12-14,2024-12-26,0,Standard,0
2025-01-01,L00602,Home Loan,Central,B010,628103,587602,0,2025-01-19,2025-01-10,1,Standard,0
2025-02-01,L00602,Home Loan,Central,B010,628103,576557,0,2025-02-19,2025-02-03,1,Standard,0
2025-03-01,L00602,Home Loan,Central,B010,628103,563921,0,2025-03-17,2025-03-12,1,Standard,0
2025-04-01,L00602,Home Loan,Central,B010,628103,548012,0,2025-04-25,2025-04-28,0,Standard,0
2025-05-01,L00602,Home Loan,Central,B010,628103,535833,0,2025-05-01,2025-05-12,0,Standard,0
2025-06-01,L00602,Home Loan,Central,B010,628103,535833,0,2025-06-25,,0,Standard,0
2025-07-01,L00602,Home Loan,Central,B010,628103,535833,0,2025-07-12,,0,Standard,0
2025-08-01,L00602,Home Loan,Central,B010,628103,518006,0,2025-08-25,2025-08-07,1,Standard,0
2025-09-01,L00602,Home Loan,Central,B010,628103,502025,0,2025-09-15,2025-09-17,0,Standard,0
2025-10-01,L00602,Home Loan,Central,B010,628103,502025,0,2025-10-03,,0,Standard,0
2024-11-01,L00603,Home Loan,East,B015,89142,86617,0,2024-11-18,2024-11-21,0,Prime,0
2024-12-01,L00603,Home Loan,East,B015,89142,84428,0,2024-12-24,2024-12-23,1,Prime,0
2025-01-01,L00603,Home Loan,East,B015,89142,83410,0,2025-01-03,2025-01-26,0,Prime,0
2025-02-01,L00603,Home Loan,East,B015,89142,83410,0,2025-02-04,,0,Prime,0
2025-03-01,L00603,Home Loan,East,B015,89142,83410,0,2025-03-16,,0,Prime,0
2025-04-01,L00603,Home Loan,East,B015,89142,81860,0,2025-04-15,2025-04-02,1,Prime,0
2025-05-01,L00603,Home Loan,East,B015,89142,81860,0,2025-05-12,,0,Prime,0
2025-06-01,L00603,Home Loan,East,B015,89142,80178,0,2025-06-13,2025-06-06,1,Prime,0
2025-07-01,L00603,Home Loan,East,B015,89142,80178,0,2025-07-22,,0,Prime,0
2025-08-01,L00603,Home Loan,East,B015,89142,78403,0,2025-08-15,2025-08-25,0,Prime,0
2025-09-01,L00603,Home Loan,East,B015,89142,76404,0,2025-09-16,2025-09-17,0,Prime,0
2025-10-01,L00603,Home Loan,East,B015,89142,74624,0,2025-10-08,2025-10-17,0,Prime,0
2024-11-01,L00604,Personal Loan,West,B001,37634,36630,0,2024-11-19,2024-11-27,0,Subprime,0
2024-12-01,L00604,Personal Loan,West,B001,37634,36046,0,2024-12-26,2024-12-12,1,Subprime,0
2025-01-01,L00604,Personal Loan,West,B001,37634,34931,0,2025-01-19,2025-01-08,1,Subprime,0
2025-02-01,L00604,Personal Loan,West,B001,37634,34931,0,2025-02-23,,0,Subprime,0
2025-03-01,L00604,Personal Loan,West,B001,37634,34239,0,2025-03-24,2025-03-04,1,Subprime,0
2025-04-01,L00604,Personal Loan,West,B001,37634,33738,0,2025-04-20,2025-04-11,1,Subprime,0
2025-05-01,L00604,Personal Loan,West,B001,37634,32614,0,2025-05-26,2025-05-24,1,Subprime,0
2025-06-01,L00604,Personal Loan,West,B001,37634,31515,0,2025-06-11,2025-06-07,1,Subprime,0
2025-07-01,L00604,Personal Loan,West,B001,37634,31515,0,2025-07-19,,0,Subprime,0
2025-08-01,L00604,Personal Loan,West,B001,37634,31515,0,2025-08-10,,0,Subprime,0
2025-09-01,L00604,Personal Loan,West,B001,37634,30492,0,2025-09-27,2025-09-04,1,Subprime,0
2025-10-01,L00604,Personal Loan,West,B001,37634,29513,0,2025-10-05,2025-10-01,1,Subprime,0
2024-11-01,L00605,Auto Loan,West,B001,247254,247254,0,2024-11-20,,0,Prime,0
2024-12-01,L00605,Auto Loan,West,B001,247254,247254,0,2024-12-25,,0,Prime,0
2025-01-01,L00605,Auto Loan,West,B001,247254,243658,0,2025-01-21,2025-01-11,1,Prime,0
2025-02-01,L00605,Auto Loan,West,B001,247254,243658,0,2025-02-21,,0,Prime,0
2025-03-01,L00605,Auto Loan,West,B001,247254,243658,0,2025-03-07,,0,Prime,0
2025-04-01,L00605,Auto Loan,West,B001,247254,238052,0,2025-04-06,2025-04-15,0,Prime,0
2025-05-01,L00605,Auto Loan,West,B001,247254,238052,0,2025-05-23,,0,Prime,0
2025-06-01,L00605,Auto Loan,West,B001,247254,238052,0,2025-06-13,,0,Prime,0
2025-07-01,L00605,Auto Loan,West,B001,247254,235201,0,2025-07-16,2025-07-03,1,Prime,0
2025-08-01,L00605,Auto Loan,West,B001,247254,235201,0,2025-08-09,,0,Prime,0
2025-09-01,L00605,Auto Loan,West,B001,247254,229749,0,2025-09-01,2025-09-15,0,Prime,0
2025-10-01,L00605,Auto Loan,West,B001,247254,224267,0,2025-10-21,2025-10-21,1,Prime,0
2024-11-01,L00606,Personal Loan,South,B015,834863,816919,0,2024-11-22,2024-11-22,1,Prime,0
2024-12-01,L00606,Personal Loan,South,B015,834863,797398,0,2024-12-13,2024-12-09,1,Prime,0
2025-01-01,L00606,Personal Loan,South,B015,834863,797398,0,2025-01-19,,0,Prime,0
2025-02-01,L00606,Personal Loan,South,B015,834863,781528,0,2025-02-22,2025-02-12,1,Prime,0
2025-03-01,L00606,Personal Loan,South,B015,834863,762376,0,2025-03-14,2025-03-01,1,Prime,0
2025-04-01,L00606,Personal Loan,South,B015,834863,743236,0,2025-04-18,2025-04-03,1,Prime,0
2025-05-01,L00606,Personal Loan,South,B015,834863,727632,0,2025-05-07,2025-05-18,0,Prime,0
2025-06-01,L00606,Personal Loan,South,B015,834863,714645,0,2025-06-12,2025-06-09,1,Prime,0
2025-07-01,L00606,Personal Loan,South,B015,834863,699577,0,2025-07-03,2025-07-26,0,Prime,0
2025-08-01,L00606,Personal Loan,South,B015,834863,699577,0,2025-08-01,,0,Prime,0
2025-09-01,L00606,Personal Loan,South,B015,834863,699577,0,2025-09-09,,0,Prime,0
2025-10-01,L00606,Personal Loan,South,B015,834863,699577,30,2025-10-06,,0,Prime,0
2024-11-01,L00607,Education Loan,East,B002,134008,134008,0,2024-11-14,,0,Prime,0
2024-12-01,L00607,Education Loan,East,B002,134008,130725,0,2024-12-24,2024-12-07,1,Prime,0
2025-01-01,L00607,Education Loan,East,B002,134008,128481,0,2025-01-10,2025-01-02,1,Prime,0
2025-02-01,L00607,Education Loan,East,B002,134008,128481,0,2025-02-01,,0,Prime,0
2025-03-01,L00607,Education Loan,East,B002,134008,128481,0,2025-03-20,,0,Prime,0
2025-04-01,L00607,Education Loan,East,B002,134008,125436,0,2025-04-04,2025-04-16,0,Prime,0
2025-05-01,L00607,Education Loan,East,B002,134008,123200,0,2025-05-27,2025-05-27,1,Prime,0
2025-06-01,L00607,Education Loan,East,B002,134008,123200,0,2025-06-08,,0,Prime,0
2025-07-01,L00607,Education Loan,East,B002,134008,120262,0,2025-07-28,2025-07-18,1,Prime,0
2025-08-01,L00607,Education Loan,East,B002,134008,117802,0,2025-08-03,2025-08-27,0,Prime,0
2025-09-01,L00607,Education Loan,East,B002,134008,117802,0,2025-09-19,,0,Prime,0
2025-10-01,L00607,Education Loan,East,B002,134008,117536,0,2025-10-04,,0,Prime,0
2024-11-01,L00608,Home Loan,South,B001,68171,67123,0,2024-11-02,2024-11-02,1,Standard,0
2024-12-01,L00608,Home Loan,South,B001,68171,65802,0,2024-12-19,2024-12-22,0,Standard,0
2025-01-01,L00608,Home Loan,South,B001,68171,64559,0,2025-01-04,2025-01-10,0,Standard,0
2025-02-01,L00608,Home Loan,South,B001,68171,63249,0,2025-02-13,2025-02-18,0,Standard,0
2025-03-01,L00608,Home Loan,South,B001,68171,61391,0,2025-03-28,2025-03-20,1,Standard,0
2025-04-01,L00608,Home Loan,South,B001,68171,61391,0,2025-04-22,,0,Standard,0
2025-05-01,L00608,Home Loan,South,B001,68171,59474,0,2025-05-28,2025-05-17,1,Standard,0
2025-06-01,L00608,Home Loan,South,B001,68171,57448,0,2025-06-15,2025-06-13,1,Standard,0
2025-07-01,L00608,Home Loan,South,B001,68171,57448,0,2025-07-14,,0,Standard,0
2025-08-01,L00608,Home Loan,South,B001,68171,55704,0,2025-08-23,2025-08-28,0,Standard,0
2025-09-01,L00608,Home Loan,South,B001,68171,55704,0,2025-09-03,,0,Standard,0
2025-10-01,L00608,Home Loan,South,B001,68171,53667,0,2025-10-12,2025-10-26,0,Standard,0
2024-11-01,L00609,Personal Loan,South,B007,1314425,1299556,0,2024-11-05,2024-11-03,1,Standard,0
2024-12-01,L00609,Personal Loan,South,B007,1314425,1279130,0,2024-12-24,2024-12-03,1,Standard,0
2025-01-01,L00609,Personal Loan,South,B007,1314425,1279130,0,2025-01-06,,0,Standard,0
2025-02-01,L00609,Personal Loan,South,B007,1314425,1279130,0,2025-02-21,,0,Standard,0
2025-03-01,L00609,Personal Loan,South,B007,1314425,1257415,0,2025-03-15,2025-03-26,0,Standard,0
2025-04-01,L00609,Personal Loan,South,B007,1314425,1238577,0,2025-04-06,2025-04-26,0,Standard,0
2025-05-01,L00609,Personal Loan,South,B007,1314425,1199581,0,2025-05-14,2025-05-16,0,Standard,0
2025-06-01,L00609,Personal Loan,South,B007,1314425,1198883,0,2025-06-21,,0,Standard,0
2025-07-01,L00609,Personal Loan,South,B007,1314425,1198883,0,2025-07-13,,0,Standard,0
2025-08-01,L00609,Personal Loan,South,B007,1314425,1198883,30,2025-08-15,,0,Standard,0
2025-09-01,L00609,Personal Loan,South,B007,1314425,1165497,0,2025-09-10,2025-09-02,1,Standard,0
2025-10-01,L00609,Personal Loan,South,B007,1314425,1146498,0,2025-10-11,2025-10-25,0,Standard,0
2024-11-01,L00610,Auto Loan,West,B002,627300,613221,0,2024-11-28,2024-11-03,1,Standard,0
2024-12-01,L00610,Auto Loan,West,B002,627300,606684,0,2024-12-27,2024-12-02,1,Standard,0
2025-01-01,L00610,Auto Loan,West,B002,627300,590038,0,2025-01-22,2025-01-14,1,Standard,0
2025-02-01,L00610,Auto Loan,West,B002,627300,582753,0,2025-02-27,2025-02-28,0,Standard,0
2025-03-01,L00610,Auto Loan,West,B002,627300,570497,0,2025-03-24,2025-03-04,1,Standard,0
2025-04-01,L00610,Auto Loan,West,B002,627300,559090,0,2025-04-20,2025-04-01,1,Standard,0
2025-05-01,L00610,Auto Loan,West,B002,627300,543483,0,2025-05-01,2025-05-17,0,Standard,0
2025-06-01,L00610,Auto Loan,West,B002,627300,529087,0,2025-06-22,2025-06-20,1,Standard,0
2025-07-01,L00610,Auto Loan,West,B002,627300,520598,0,2025-07-23,2025-07-16,1,Standard,0
2025-08-01,L00610,Auto Loan,West,B002,627300,513516,0,2025-08-02,2025-08-12,0,Standard,0
2025-09-01,L00610,Auto Loan,West,B002,627300,500238,0,2025-09-03,2025-09-19,0,Standard,0
2025-10-01,L00610,Auto Loan,West,B002,627300,486016,0,2025-10-22,2025-10-10,1,Standard,0
2024-11-01,L00611,Personal Loan,West,B001,201948,201948,0,2024-11-19,,0,Standard,0
2024-12-01,L00611,Personal Loan,West,B001,201948,199776,0,2024-12-12,2024-12-19,0,Standard,0
2025-01-01,L00611,Personal Loan,West,B001,201948,199776,30,2025-01-28,,0,Standard,0
2025-02-01,L00611,Personal Loan,West,B001,201948,199776,0,2025-02-20,,0,Standard,0
2025-03-01,L00611,Personal Loan,West,B001,201948,199446,0,2025-03-23,,0,Standard,0
2025-04-01,L00611,Personal Loan,West,B001,201948,194935,0,2025-04-14,2025-04-08,1,Standard,0
2025-05-01,L00611,Personal Loan,West,B001,201948,191882,0,2025-05-09,2025-05-09,1,Standard,0
2025-06-01,L00611,Personal Loan,West,B001,201948,189375,0,2025-06-17,2025-06-04,1,Standard,0
2025-07-01,L00611,Personal Loan,West,B001,201948,186954,0,2025-07-13,2025-07-25,0,Standard,0
2025-08-01,L00611,Personal Loan,West,B001,201948,181854,0,2025-08-04,2025-08-18,0,Standard,0
2025-09-01,L00611,Personal Loan,West,B001,201948,177934,0,2025-09-08,2025-09-07,1,Standard,0
2025-10-01,L00611,Personal Loan,West,B001,201948,177934,30,2025-10-25,,0,Standard,0
2024-11-01,L00612,Gold Loan,West,B012,349762,344723,0,2024-11-11,2024-11-23,0,Standard,0
2024-12-01,L00612,Gold Loan,West,B012,349762,337246,0,2024-12-05,2024-12-07,0,Standard,0
2025-01-01,L00612,Gold Loan,West,B012,349762,337246,0,2025-01-19,,0,Standard,0
2025-02-01,L00612,Gold Loan,West,B012,349762,331134,0,2025-02-16,2025-02-08,1,Standard,0
2025-03-01,L00612,Gold Loan,West,B012,349762,331134,30,2025-03-23,,0,Standard,0
2025-04-01,L00612,Gold Loan,West,B012,349762,322167,0,2025-04-24,2025-04-10,1,Standard,0
2025-05-01,L00612,Gold Loan,West,B012,349762,314885,0,2025-05-02,2025-05-22,0,Standard,0
2025-06-01,L00612,Gold Loan,West,B012,349762,306152,0,2025-06-24,2025-06-15,1,Standard,0
2025-07-01,L00612,Gold Loan,West,B012,349762,299663,0,2025-07-24,2025-07-25,0,Standard,0
2025-08-01,L00612,Gold Loan,West,B012,349762,299663,0,2025-08-12,,0,Standard,0
2025-09-01,L00612,Gold Loan,West,B012,349762,292399,0,2025-09-17,2025-09-12,1,Standard,0
2025-10-01,L00612,Gold Loan,West,B012,349762,292399,0,2025-10-05,,0,Standard,0
2024-11-01,L00613,Auto Loan,North,B012,65125,64216,0,2024-11-01,2024-11-12,0,Prime,0
2024-12-01,L00613,Auto Loan,North,B012,65125,63285,0,2024-12-24,2024-12-25,0,Prime,0
2025-01-01,L00613,Auto Loan,North,B012,65125,62013,0,2025-01-28,2025-01-15,1,Prime,0
2025-02-01,L00613,Auto Loan,North,B012,65125,60482,0,2025-02-23,2025-02-23,1,Prime,0
2025-03-01,L00613,Auto Loan,North,B012,65125,60482,0,2025-03-08,,0,Prime,0
2025-04-01,L00613,Auto Loan,North,B012,65125,58932,0,2025-04-17,2025-04-26,0,Prime,0
2025-05-01,L00613,Auto Loan,North,B012,65125,57564,0,2025-05-06,2025-05-19,0,Prime,0
2025-06-01,L00613,Auto Loan,North,B012,65125,55902,0,2025-06-23,2025-06-26,0,Prime,0
2025-07-01,L00613,Auto Loan,North,B012,65125,55902,0,2025-07-13,,0,Prime,0
2025-08-01,L00613,Auto Loan,North,B012,65125,55902,0,2025-08-07,,0,Prime,0
2025-09-01,L00613,Auto Loan,North,B012,65125,54436,0,2025-09-10,2025-09-06,1,Prime,0
2025-10-01,L00613,Auto Loan,North,B012,65125,52529,0,2025-10-06,2025-10-18,0,Prime,0
2024-11-01,L00614,Home Loan,East,B003,355736,347995,0,2024-11-22,2024-11-05,1,Standard,0
2024-12-01,L00614,Home Loan,East,B003,355736,343903,0,2024-12-07,2024-12-15,0,Standard,0
2025-01-01,L00614,Home Loan,East,B003,355736,343903,0,2025-01-02,,0,Standard,0
2025-02-01,L00614,Home Loan,East,B003,355736,339818,0,2025-02-20,2025-02-11,1,Standard,0
2025-03-01,L00614,Home Loan,East,B003,355736,335180,0,2025-03-17,2025-03-24,0,Standard,0
2025-04-01,L00614,Home Loan,East,B003,355736,328936,0,2025-04-19,2025-04-24,0,Standard,0
2025-05-01,L00614,Home Loan,East,B003,355736,319723,0,2025-05-17,2025-05-16,1,Standard,0
2025-06-01,L00614,Home Loan,East,B003,355736,316077,0,2025-06-14,2025-06-21,0,Standard,0
2025-07-01,L00614,Home Loan,East,B003,355736,316077,0,2025-07-21,,0,Standard,0
2025-08-01,L00614,Home Loan,East,B003,355736,311999,0,2025-08-19,2025-08-10,1,Standard,0
2025-09-01,L00614,Home Loan,East,B003,355736,303639,0,2025-09-17,2025-09-19,0,Standard,0
2025-10-01,L00614,Home Loan,East,B003,355736,303639,0,2025-10-18,,0,Standard,0
2024-11-01,L00615,Gold Loan,South,B011,1071089,1047615,0,2024-11-01,2024-11-10,0,Prime,0
2024-12-01,L00615,Gold Loan,South,B011,1071089,1020197,0,2024-12-23,2024-12-08,1,Prime,0
2025-01-01,L00615,Gold Loan,South,B011,1071089,995298,0,2025-01-21,2025-01-18,1,Prime,0
2025-02-01,L00615,Gold Loan,South,B011,1071089,974134,0,2025-02-09,2025-02-27,0,Prime,0
2025-03-01,L00615,Gold Loan,South,B011,1071089,948129,0,2025-03-06,2025-03-26,0,Prime,0
2025-04-01,L00615,Gold Loan,South,B011,1071089,920681,0,2025-04-14,2025-04-18,0,Prime,0
2025-05-01,L00615,Gold Loan,South,B011,1071089,890215,0,2025-05-23,2025-05-22,1,Prime,0
2025-06-01,L00615,Gold Loan,South,B011,1071089,890215,0,2025-06-17,,0,Prime,0
2025-07-01,L00615,Gold Loan,South,B011,1071089,872447,0,2025-07-16,2025-07-16,1,Prime,0
2025-08-01,L00615,Gold Loan,South,B011,1071089,849841,0,2025-08-26,2025-08-04,1,Prime,0
2025-09-01,L00615,Gold Loan,South,B011,1071089,849841,0,2025-09-03,,0,Prime,0
2025-10-01,L00615,Gold Loan,South,B011,1071089,820050,0,2025-10-20,2025-10-23,0,Prime,0
2024-11-01,L00616,Personal Loan,Central,B011,195961,193151,0,2024-11-15,2024-11-01,1,Prime,0
2024-12-01,L00616,Personal Loan,Central,B011,195961,190748,0,2024-12-05,2024-12-17,0,Prime,0
2025-01-01,L00616,Personal Loan,Central,B011,195961,188238,0,2025-01-06,2025-01-28,0,Prime,0
2025-02-01,L00616,Personal Loan,Central,B011,195961,184190,0,2025-02-18,2025-02-03,1,Prime,0
2025-03-01,L00616,Personal Loan,Central,B011,195961,181205,0,2025-03-14,2025-03-28,0,Prime,0
2025-04-01,L00616,Personal Loan,Central,B011,195961,178895,0,2025-04-15,2025-04-13,1,Prime,0
2025-05-01,L00616,Personal Loan,Central,B011,195961,173275,0,2025-05-19,2025-05-04,1,Prime,0
2025-06-01,L00616,Personal Loan,Central,B011,195961,172686,30,2025-06-27,,0,Prime,0
2025-07-01,L00616,Personal Loan,Central,B011,195961,168229,0,2025-07-03,2025-07-28,0,Prime,0
2025-08-01,L00616,Personal Loan,Central,B011,195961,164511,0,2025-08-01,2025-08-22,0,Prime,0
2025-09-01,L00616,Personal Loan,Central,B011,195961,159073,0,2025-09-19,2025-09-18,1,Prime,0
2025-10-01,L00616,Personal Loan,Central,B011,195961,156027,0,2025-10-01,2025-10-25,0,Prime,0
2024-11-01,L00617,Personal Loan,South,B015,627809,627809,0,2024-11-02,,0,Standard,0
2024-12-01,L00617,Personal Loan,South,B015,627809,620922,0,2024-12-21,2024-12-12,1,Standard,0
2025-01-01,L00617,Personal Loan,South,B015,627809,603393,0,2025-01-01,2025-01-27,0,Standard,0
2025-02-01,L00617,Personal Loan,South,B015,627809,592565,0,2025-02-12,2025-02-07,1,Standard,0
2025-03-01,L00617,Personal Loan,South,B015,627809,574056,0,2025-03-06,2025-03-11,0,Standard,0
2025-04-01,L00617,Personal Loan,South,B015,627809,574056,30,2025-04-27,,0,Standard,0
2025-05-01,L00617,Personal Loan,South,B015,627809,559422,0,2025-05-16,2025-05-12,1,Standard,0
2025-06-01,L00617,Personal Loan,South,B015,627809,551568,0,2025-06-04,2025-06-22,0,Standard,0
2025-07-01,L00617,Personal Loan,South,B015,627809,551568,0,2025-07-02,,0,Standard,0
2025-08-01,L00617,Personal Loan,South,B015,627809,539292,0,2025-08-05,2025-08-01,1,Standard,0
2025-09-01,L00617,Personal Loan,South,B015,627809,527746,0,2025-09-11,2025-09-22,0,Standard,0
2025-10-01,L00617,Personal Loan,South,B015,627809,518640,0,2025-10-02,2025-10-13,0,Standard,0
2024-11-01,L00618,Home Loan,South,B002,566261,556974,0,2024-11-08,2024-11-19,0,Prime,0
2024-12-01,L00618,Home Loan,South,B002,566261,556974,0,2024-12-01,,0,Prime,0
2025-01-01,L00618,Home Loan,South,B002,566261,543233,0,2025-01-16,2025-01-03,1,Prime,0
2025-02-01,L00618,Home Loan,South,B002,566261,537509,0,2025-02-04,2025-02-12,0,Prime,0
2025-03-01,L00618,Home Loan,South,B002,566261,521609,0,2025-03-19,2025-03-21,0,Prime,0
2025-04-01,L00618,Home Loan,South,B002,566261,507809,0,2025-04-17,2025-04-24,0,Prime,0
2025-05-01,L00618,Home Loan,South,B002,566261,501041,0,2025-05-10,2025-05-02,1,Prime,0
2025-06-01,L00618,Home Loan,South,B002,566261,493463,0,2025-06-20,2025-06-07,1,Prime,0
2025-07-01,L00618,Home Loan,South,B002,566261,477254,0,2025-07-04,2025-07-18,0,Prime,0
2025-08-01,L00618,Home Loan,South,B002,566261,475573,30,2025-08-24,,0,Prime,0
2025-09-01,L00618,Home Loan,South,B002,566261,468552,0,2025-09-02,2025-09-11,0,Prime,0
2025-10-01,L00618,Home Loan,South,B002,566261,457531,0,2025-10-06,2025-10-15,0,Prime,0
2024-11-01,L00619,Auto Loan,West,B006,888030,867186,0,2024-11-21,2024-11-05,1,Prime,0
2024-12-01,L00619,Auto Loan,West,B006,888030,867186,0,2024-12-10,,0,Prime,0
2025-01-01,L00619,Auto Loan,West,B006,888030,867186,0,2025-01-18,,0,Prime,0
